"season","player_short_name","avg_time_to_throw","total_pass_touchdowns"
2024,"A.Dalton",2.57639897484421,7
2024,"A.O'Connell",2.93152719682425,8
2024,"A.Richardson",2.9595584452242,8
2024,"A.Rodgers",2.68942213411477,28
2024,"B.Allen",2.80158620689655,1
2024,"B.Mayfield",2.69954036362759,41
2024,"B.Nix",2.91901073143463,29
2024,"B.Purdy",2.9368541595603,20
2024,"B.Young",2.7761676248279,15
2024,"B.Zappe",2.72058064516129,1
2024,"C.Rush",2.54421180406218,12
2024,"C.Stroud",2.98293603341319,20
2024,"C.Wentz",2.42223529411765,0
2024,"C.Williams",2.92584944871808,20
2024,"D.Carr",2.77013079445536,15
2024,"D.Jones",2.70696862607185,8
2024,"D.Lock",2.81992599348029,6
2024,"D.Maye",2.74376784270783,15
2024,"D.Mills",2.595,0
2024,"D.Prescott",2.77320873404603,11
2024,"D.Ridder",2.6140105994152,1
2024,"D.Thompson-Robinson",2.70354039771937,0
2024,"D.Watson",2.96437033779932,5
2024,"G.Minshew",2.68462726127871,9
2024,"G.Smith",2.83813209713665,21
2024,"J.Allen",2.86108800042096,28
2024,"J.Brissett",2.88265147306397,2
2024,"J.Burrow",2.7049446908189,43
2024,"J.Daniels",2.6797531556457,25
2024,"J.Dobbs",2.65783333333333,2
2024,"J.Fields",3.03319774779367,5
2024,"J.Flacco",2.69748014364236,12
2024,"J.Garoppolo",2.65926829268293,2
2024,"J.Goff",2.81491737345207,37
2024,"J.Haener",2.55323529411765,0
2024,"J.Herbert",2.92042912345859,23
2024,"J.Hurts",3.1324267842428,18
2024,"J.Love",2.87295504165274,25
2024,"J.Milton",3.63148275862069,1
2024,"J.Winston",2.80636340863788,13
2024,"K.Cousins",2.69652097633534,18
2024,"K.Murray",2.81053461257354,21
2024,"K.Pickett",2.92441666666667,1
2024,"L.Jackson",3.13769932171241,41
2024,"M.Jones",2.73097901671645,8
2024,"M.Mariota",2.84531074168798,2
2024,"M.Penix",2.66767306228534,2
2024,"M.Rudolph",2.78537559428039,9
2024,"M.Stafford",2.75716791073621,20
2024,"M.Trubisky",2.58295238095238,1
2024,"M.Willis",2.25031578947368,1
2024,"P.Mahomes",2.79838950649257,26
2024,"R.Wilson",2.84225013906914,16
2024,"S.Darnold",3.08447081900822,35
2024,"S.Rattler",2.81690716449025,4
2024,"S.Thompson",2.68536842105263,0
2024,"T.Boyle",2.480375,1
2024,"T.DeVito",2.67645161290323,0
2024,"T.Huntley",2.61919713754381,1
2024,"T.Lance",2.488,0
2024,"T.Lawrence",2.68075370983733,11
2024,"T.McKee",2.63426829268293,2
2024,"T.Tagovailoa",2.41938344283462,19
2024,"W.Levis",2.6691887790593,13
